baseline,baseline_label,group,source_path,scripts_relative_path,filename,version_label,role,navigation_status,direct_run_candidate,has_main_guard,has_main_function,uses_argparse,uses_app_launcher,syntax_status,syntax_detail,summary,direct_local_imports,runtime_import_roots,referenced_asset_count,referenced_assets,static_signals
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/benchmarks/tactile_sim_performance/envs,active-isaaclab-2.1.1/experiments/benchmarks/tactile_sim_performance/envs/__init__.py,experiments/benchmarks/tactile_sim_performance/envs/__init__.py,__init__.py,,包初始化模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,  init  ,,,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/benchmarks/tactile_sim_performance/envs,active-isaaclab-2.1.1/experiments/benchmarks/tactile_sim_performance/envs/ball_rolling_physx_rigid.py,experiments/benchmarks/tactile_sim_performance/envs/ball_rolling_physx_rigid.py,ball_rolling_physx_rigid.py,,场景/环境配置模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,ball rolling physx rigid,openworldtactile; openworldtactile.simulation_approaches.fots; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_single_rigid; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,isaaclab; torch,2,/Props/ball_wood.usd; /Props/plate.usd,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/benchmarks/tactile_sim_performance/envs,active-isaaclab-2.1.1/experiments/benchmarks/tactile_sim_performance/envs/ball_rolling_uipc.py,experiments/benchmarks/tactile_sim_performance/envs/ball_rolling_uipc.py,ball_rolling_uipc.py,,场景/环境配置模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,ball rolling uipc,.ball_rolling_physx_rigid; openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_single_uipc; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc; openworldtactile_uipc.utils,isaaclab; isaacsim; torch,1,/Props/ball_wood.usd,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/benchmarks/tactile_sim_performance/envs,active-isaaclab-2.1.1/experiments/benchmarks/tactile_sim_performance/envs/ball_rolling_uipc_texture.py,experiments/benchmarks/tactile_sim_performance/envs/ball_rolling_uipc_texture.py,ball_rolling_uipc_texture.py,,场景/环境配置模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,ball rolling uipc texture,.ball_rolling_physx_rigid; openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_single_uipc_textured; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc; openworldtactile_uipc.utils,isaaclab; isaacsim; torch,1,/Props/ball_wood.usd,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/benchmarks/tactile_sim_performance,active-isaaclab-2.1.1/experiments/benchmarks/tactile_sim_performance/run_ball_rolling_experiment.py,experiments/benchmarks/tactile_sim_performance/run_ball_rolling_experiment.py,run_ball_rolling_experiment.py,,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,run ball rolling experiment,envs.ball_rolling_physx_rigid; envs.ball_rolling_uipc; envs.ball_rolling_uipc_texture,carb; isaaclab; numpy; psutil; pynvml; torch,0,,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_deform_record.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_deform_record.py,OpenWorldTactile_cylinder_container_deform_record.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container deform record,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,3,.hdf5; .jpg; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_random_record.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_random_record.py,OpenWorldTactile_cylinder_container_random_record.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container random record,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,3,.hdf5; .jpg; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_random_record_300size.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_random_record_300size.py,OpenWorldTactile_cylinder_container_random_record_300size.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container random record 300size,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,3,.hdf5; .jpg; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_random_run.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_random_run.py,OpenWorldTactile_cylinder_container_random_run.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container random run,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,3,.hdf5; .jpg; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_scene.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_scene.py,OpenWorldTactile_cylinder_container_scene.py,,场景定义/演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container scene,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; isaaclab; isaacsim; numpy; omni; torch,1,/Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_scene_base.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_scene_base.py,OpenWorldTactile_cylinder_container_scene_base.py,,场景定义/演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container scene base,openworldtactile_assets; openworldtactile_assets.robots.agilex,carb; isaaclab; numpy; omni; torch,1,/Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_softpad_record.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_container_softpad_record.py,OpenWorldTactile_cylinder_container_softpad_record.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder container softpad record,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,3,.hdf5; .jpg; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_down_rub_random_record_usd.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_down_rub_random_record_usd.py,OpenWorldTactile_cylinder_peg_down_rub_random_record_usd.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder peg down rub random record usd,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_down_rub_random_record_usd_fxyrenew.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_down_rub_random_record_usd_fxyrenew.py,OpenWorldTactile_cylinder_peg_down_rub_random_record_usd_fxyrenew.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder peg down rub random record usd fxyrenew,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_in_hole_random_record.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_in_hole_random_record.py,OpenWorldTactile_cylinder_peg_in_hole_random_record.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder peg in hole random record,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,3,.hdf5; .jpg; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_in_hole_random_record_usd.py,experiments/manipulation/pick-place/OpenWorldTactile_cylinder_peg_in_hole_random_record_usd.py,OpenWorldTactile_cylinder_peg_in_hole_random_record_usd.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile cylinder peg in hole random record usd,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_USD_down_rub_random_PhysX.py,experiments/manipulation/pick-place/OpenWorldTactile_USD_down_rub_random_PhysX.py,OpenWorldTactile_USD_down_rub_random_PhysX.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile USD down rub random PhysX,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_USD_down_rub_random_taxel.py,experiments/manipulation/pick-place/OpenWorldTactile_USD_down_rub_random_taxel.py,OpenWorldTactile_USD_down_rub_random_taxel.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile USD down rub random taxel,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_USD_down_rub_random_UIPC.py,experiments/manipulation/pick-place/OpenWorldTactile_USD_down_rub_random_UIPC.py,OpenWorldTactile_USD_down_rub_random_UIPC.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile USD down rub random UIPC,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_USD_insert_random_UIPC.py,experiments/manipulation/pick-place/OpenWorldTactile_USD_insert_random_UIPC.py,OpenWorldTactile_USD_insert_random_UIPC.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile USD insert random UIPC,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,4,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-place,active-isaaclab-2.1.1/experiments/manipulation/pick-place/OpenWorldTactile_USD_insert_random_UIPC_gelsight_membrane.py,experiments/manipulation/pick-place/OpenWorldTactile_USD_insert_random_UIPC_gelsight_membrane.py,OpenWorldTactile_USD_insert_random_UIPC_gelsight_membrane.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile USD insert random UIPC gelsight membrane,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.agilex; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,carb; cv2; h5py; isaaclab; isaacsim; numpy; omni; pxr; torch,5,.hdf5; .jpg; /Props/plate.usd; /Robots/AgileX/Piper/piper_openworldtactile.usd; /Sensors/GelSight_Mini/Gelpad_mid_res.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-up,active-isaaclab-2.1.1/experiments/manipulation/pick-up/cylinder_container_scene.py,experiments/manipulation/pick-up/cylinder_container_scene.py,cylinder_container_scene.py,,场景定义/演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,cylinder container scene,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_gripper_rigid; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; cv2; isaaclab; numpy; omni; torch,1,/Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-up,active-isaaclab-2.1.1/experiments/manipulation/pick-up/pick_up_rigid.py,experiments/manipulation/pick-up/pick_up_rigid.py,pick_up_rigid.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,pick up rigid,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_gripper_rigid; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; isaaclab; isaacsim; numpy; omni; pynvml; torch,2,/Props/ball_wood.usd; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/manipulation/pick-up,active-isaaclab-2.1.1/experiments/manipulation/pick-up/pick_up_uipc.py,experiments/manipulation/pick-up/pick_up_uipc.py,pick_up_uipc.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,pick up uipc,openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_gripper_uipc; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg; openworldtactile_uipc,carb; isaaclab; isaacsim; numpy; omni; pynvml; torch,2,/Props/ball_wood.usd; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/simulation-prototypes,active-isaaclab-2.1.1/experiments/simulation-prototypes/check_fots_sim.py,experiments/simulation-prototypes/check_fots_sim.py,check_fots_sim.py,,检查/数据工具入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,check fots sim,openworldtactile; openworldtactile.simulation_approaches.fots; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_single_rigid; openworldtactile_assets.sensors.gelsight_mini.gsmini_cfg,carb; isaaclab; numpy; psutil; pynvml; torch,2,/Props/ball_wood.usd; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/simulation-prototypes,active-isaaclab-2.1.1/experiments/simulation-prototypes/check_mani_skill_marker_franka.py,experiments/simulation-prototypes/check_mani_skill_marker_franka.py,check_mani_skill_marker_franka.py,,检查/数据工具入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,check mani skill marker franka,openworldtactile; openworldtactile.simulation_approaches.fem_based; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_single_uipc; openworldtactile_assets.sensors.gelsight_mini.gsmini_taxim_fem; openworldtactile_uipc; openworldtactile_uipc.utils,carb; isaaclab; isaacsim; numpy; pynvml; torch,2,/Props/ball_wood.usd; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/simulation-prototypes,active-isaaclab-2.1.1/experiments/simulation-prototypes/check_openworldtactile_force_components.py,experiments/simulation-prototypes/check_openworldtactile_force_components.py,check_openworldtactile_force_components.py,,检查/数据工具入口,静态识别的可导航脚本,yes,yes,yes,no,no,ok,,check openworldtactile force components,check_taxim_sim,carb; cv2; numpy; omni,2,.npy; openworldtactile_initial_force_field.npy,main_guard; main_function
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/simulation-prototypes,active-isaaclab-2.1.1/experiments/simulation-prototypes/check_taxim_sim.py,experiments/simulation-prototypes/check_taxim_sim.py,check_taxim_sim.py,,检查/数据工具入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,check taxim sim,api; openworldtactile; openworldtactile_assets; openworldtactile_assets.robots.franka.franka_gsmini_single_rigid; openworldtactile_assets.sensors.gelsight_mini.gsmini_taxim,carb; cv2; isaaclab; numpy; psutil; pynvml; torch,2,/Props/ball_wood.usd; /Props/plate.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench/api,active-isaaclab-2.1.1/experiments/tactile-bench/api/__init__.py,experiments/tactile-bench/api/__init__.py,__init__.py,,包初始化模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,  init  ,.openworldtactile_camera_membrane; .openworldtactile_marker_tracking; .openworldtactile_uipc_force,,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench/api,active-isaaclab-2.1.1/experiments/tactile-bench/api/openworldtactile_camera_membrane.py,experiments/tactile-bench/api/openworldtactile_camera_membrane.py,openworldtactile_camera_membrane.py,,API 辅助模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,openworldtactile camera membrane,.openworldtactile_uipc_force,numpy; torch,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench/api,active-isaaclab-2.1.1/experiments/tactile-bench/api/openworldtactile_marker_tracking.py,experiments/tactile-bench/api/openworldtactile_marker_tracking.py,openworldtactile_marker_tracking.py,,API 辅助模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,openworldtactile marker tracking,.openworldtactile_camera_membrane; .openworldtactile_uipc_force,cv2; numpy,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench/api,active-isaaclab-2.1.1/experiments/tactile-bench/api/openworldtactile_mounted_uipc.py,experiments/tactile-bench/api/openworldtactile_mounted_uipc.py,openworldtactile_mounted_uipc.py,,API 辅助模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,openworldtactile mounted uipc,openworldtactile_uipc; openworldtactile_uipc.utils,isaaclab; numpy; pxr; torch,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench/api,active-isaaclab-2.1.1/experiments/tactile-bench/api/openworldtactile_uipc_force.py,experiments/tactile-bench/api/openworldtactile_uipc_force.py,openworldtactile_uipc_force.py,,API 辅助模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,openworldtactile uipc force,,numpy; torch,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/build_v2_8_manifest.py,experiments/tactile-bench/build_v2_8_manifest.py,build_v2_8_manifest.py,v2_8,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,Build a V2.8 dataset manifest from saved V2.7 sample directories.,,,11,compression_map.npy; dataset_config.json; fxyz.npy; manifest.json; mechanics_summary.json; metadata.json; preview_force.png; preview_fxyz_camera.png; preview_fxyz_channels.png; shear_confidence.npy; shear_map.npy,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/evaluate_v6_0_episodes.py,experiments/tactile-bench/evaluate_v6_0_episodes.py,evaluate_v6_0_episodes.py,v6_0,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,Aggregate five independent v6.0 process outputs for repeatability Gate 13.,,numpy,7,metadata.json; object_lift_height_mm.npy; phase_history.json; repeatability_metrics.json; tactile_force_channels.npy; tactile_fz_field_tu.npy; verdict.json,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/evaluate_v6_1_episodes.py,experiments/tactile-bench/evaluate_v6_1_episodes.py,evaluate_v6_1_episodes.py,v6_1,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,Aggregate exactly five independent v6.1 full-cycle episodes for Gate 13.,,numpy,7,metadata.json; object_lift_height_mm.npy; phase_history.json; repeatability_metrics.json; tactile_force_channels.npy; tactile_fz_field_tu.npy; verdict.json,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/membrane_local_frame.py,experiments/tactile-bench/membrane_local_frame.py,membrane_local_frame.py,,算法辅助模块,被入口脚本调用，不作为默认运行入口,no,no,no,no,no,ok,,membrane local frame,,numpy,0,,module_only
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/OpenWorldTactile_gripper_follow_probe.py,experiments/tactile-bench/OpenWorldTactile_gripper_follow_probe.py,OpenWorldTactile_gripper_follow_probe.py,,OpenWorldTactile 辅助实验入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile gripper follow probe,openworldtactile_assets; openworldtactile_assets.robots.agilex,cv2; isaaclab; numpy; omni; pxr; torch,9,.npy; .png; /Robots/AgileX/Piper/piper.usd; error.json; final.png; frame_000000.png; metadata.json; summary.json; UIPC_Pad.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/OpenWorldTactile_pad_link8_camera_viewer.py,experiments/tactile-bench/OpenWorldTactile_pad_link8_camera_viewer.py,OpenWorldTactile_pad_link8_camera_viewer.py,,OpenWorldTactile 辅助实验入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile pad link8 camera viewer,openworldtactile_assets; openworldtactile_assets.robots.agilex,cv2; isaaclab; isaacsim; numpy; omni; pxr; torch,8,.png; /Robots/AgileX/Piper/piper.usd; extracted_mount_pose.json; final.png; frame_000000.png; metadata.json; pad_pose.json; UIPC_Pad.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/OpenWorldTactile_pad_usd_viewer.py,experiments/tactile-bench/OpenWorldTactile_pad_usd_viewer.py,OpenWorldTactile_pad_usd_viewer.py,,OpenWorldTactile 辅助实验入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,OpenWorldTactile pad usd viewer,openworldtactile_assets; openworldtactile_assets.robots.agilex,cv2; isaaclab; numpy; omni; pxr; torch,7,.png; /Robots/AgileX/Piper/piper.usd; final.png; frame_000000.png; metadata.json; pad_pose.json; UIPC_Pad.usd,main_guard; main_function; argparse; AppLauncher
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/OpenWorldTactile_v1.py,experiments/tactile-bench/OpenWorldTactile_v1.py,OpenWorldTactile_v1.py,v1,OpenWorldTactile 版本实验入口,阶段/历史版本，重命名后仍保留演进关系,yes,yes,yes,yes,yes,ok,,OpenWorldTactile v1,openworldtactile_uipc; openworldtactile_uipc.utils,cv2; isaaclab; isaacsim; numpy; omni; pxr; torch,5,.png; fxyz.npy; metadata.json; omni.usd; preview_force.png,main_guard; main_function; argparse; AppLauncher
