baseline,baseline_label,group,source_path,scripts_relative_path,filename,version_label,role,navigation_status,direct_run_candidate,has_main_guard,has_main_function,uses_argparse,uses_app_launcher,syntax_status,syntax_detail,summary,direct_local_imports,runtime_import_roots,referenced_asset_count,referenced_assets,static_signals
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/test_v5_new_7g_lateral_shear_validation.py,experiments/tactile-bench/test_v5_new_7g_lateral_shear_validation.py,test_v5_new_7g_lateral_shear_validation.py,v5_new_7g,静态测试入口,静态识别的可导航脚本,yes,yes,no,no,no,ok,,test v5 new 7g lateral shear validation,OpenWorldTactile_v5_new_7g_lateral_shear_validation,numpy,0,,main_guard; test_module
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/test_v6_0_grasp_lift.py,experiments/tactile-bench/test_v6_0_grasp_lift.py,test_v6_0_grasp_lift.py,v6_0,测试模块,由测试工具发现/调用，不作为直接入口,no,no,no,no,no,ok,,test v6 0 grasp lift,,numpy,13,end_effector_pose_w.npy; gripper_opening_mm.npy; object_angular_velocity_w.npy; object_gripper_distance_mm.npy; object_lift_height_mm.npy; object_pose_w.npy; object_relative_pose_to_gripper.npy; object_velocity_w.npy; pad_pose_w.npy; physx_uipc_object_orientation_error_deg.npy; physx_uipc_object_position_error_mm.npy; robot_joint_position.npy; robot_joint_velocity.npy,test_module
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/test_v6_1_full_cycle_validation.py,experiments/tactile-bench/test_v6_1_full_cycle_validation.py,test_v6_1_full_cycle_validation.py,v6_1,测试模块,由测试工具发现/调用，不作为直接入口,no,no,no,no,no,ok,,test v6 1 full cycle validation,,numpy,9,episode_summary.json; failure_snapshot.json; gate_results.json; pad_attachment_position_error_mm.npy; physx_uipc_object_position_error_mm.npy; physx_uipc_relative_position_error_mm.npy; uipc_mirror_generalized_velocity_norm.npy; uipc_mirror_q_prev_q_delta_norm.npy; uipc_mirror_substep_displacement_mm.npy,test_module
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/test_v6_1b_lift_hold_diagnostic.py,experiments/tactile-bench/test_v6_1b_lift_hold_diagnostic.py,test_v6_1b_lift_hold_diagnostic.py,v6_1b,测试模块,由测试工具发现/调用，不作为直接入口,no,no,no,no,no,ok,,test v6 1b lift hold diagnostic,,numpy,30,.npz; checkpoint_early_termination.npz; checkpoint_lightweight_progress.npz; checkpoint_user_interrupt.npz; contact_loss_diagnosis.json; data_save_wall_time_sec.npy; deformation_and_force_wall_time_sec.npy; force_pad_local.npy; frame_id.npy; gripper_opening_mm.npy; gripper_pose_w.npy; maximum_normal_compression_mm.npy; minimum_signed_distance_mm.npy; object_lift_mm.npy; object_pose_gripper_local.npy; object_pose_w.npy; object_to_gripper_distance_mm.npy; object_velocity_w.npy; performance_statistics.json; phase_id.npy; physx_left_finger_contact_count.npy; physx_right_finger_contact_count.npy; physx_step_wall_time_sec.npy; surface_displacement_pad_local.npy; tactile_field_wall_time_sec.npy; tactile_force_channels.npy; uipc_frame_wall_time_sec.npy; uipc_pad_contact_count.npy; uipc_substep_wall_time_sec.npy; video_capture_wall_time_sec.npy,test_module
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/test_v6_2_grasp.py,experiments/tactile-bench/test_v6_2_grasp.py,test_v6_2_grasp.py,v6_2,测试模块,由测试工具发现/调用，不作为直接入口,no,no,no,no,no,ok,,test v6 2 grasp,OpenWorldTactile_v5_new_7g_deformation_force_estimator; render_tactile_field_offline; validate_v6_2_once,numpy,41,applied_uipc_force_substeps_w.npy; applied_uipc_force_w.npy; applied_uipc_torque_substeps_w.npy; applied_uipc_torque_w.npy; backing_contact_force_substeps_w.npy; backing_contact_force_w.npy; contact_active.npy; force_pad_local.npy; frame_id.npy; frame_wall_time_sec.npy; front_surface_mask.npy; front_surface_triangles.npy; maximum_normal_deformation_mm.npy; metadata.json; minimum_signed_gap_mm.npy; motion_stage.npy; object_pose_opposing_pad_local.npy; object_pose_pad_local.npy; object_pose_w.npy; opposing_contact_force_substeps_w.npy; opposing_contact_force_w.npy; opposing_pad_pose_w.npy; pad_pose_w.npy; piper_openworldtactile.usd; rest_surface_vertices_pad_local.npy; surface_displacement_pad_local.npy; tactile_force_channels.npy; uipc_admissible_force_substeps_w.npy; uipc_admissible_torque_substeps_w.npy; uipc_boundary_surface_sync_error_mm.npy; uipc_contact_cone_scale_substeps.npy; uipc_feedback_force_scale_substeps.npy; uipc_feedback_torque_scale_substeps.npy; uipc_reaction_force_substeps_w.npy; uipc_reaction_force_w.npy; uipc_reaction_torque_substeps_w.npy; uipc_reaction_torque_w.npy; uipc_reaction_vertex_count.npy; uipc_step_time_sec.npy; uipc_substep_time_sec.npy; vertex_area.npy,test_module
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/tu_tactile_field.py,experiments/tactile-bench/tu_tactile_field.py,tu_tactile_field.py,,算法辅助模块（含独立检查）,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,tu tactile field,,cv2; numpy,37,.npy; contact_activation_field.npy; contact_activation_weight.npy; cycle_index.npy; cycle_spatial_repeatability.json; field_conservation_metrics.json; field_grid_y_m.npy; field_grid_z_m.npy; force_pad_local.npy; force_pad_local_vertices.npy; front_surface_indices.npy; front_surface_mask.npy; front_surface_yz.npy; measured_opening_mm.npy; metadata.json; phase_history.json; rest_surface_vertices_pad_local.npy; source_v8_metadata.json; source_v8_verdict.json; summary.json; surface_deformation.npy; surface_displacement_vertices.npy; tactile_field_metrics.json; tactile_force_channels.npy; tactile_force_density_tu_per_mm2.npy; tactile_force_field_tu.npy; tactile_force_vertices.npy; tactile_fx_field_tu.npy; tactile_fx_vertices.npy; tactile_fy_field_tu.npy; tactile_fy_vertices.npy; tactile_fz_field_tu.npy; tactile_fz_vertices.npy; tactile_shear_magnitude_tu.npy; verdict.json; vertex_area.npy; vertex_deformation_volume_contribution.npy,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/validate_v6_2_once.py,experiments/tactile-bench/validate_v6_2_once.py,validate_v6_2_once.py,v6_2,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,One-shot validation for the V6.2 one-sided UIPC/PhysX coupling run.,OpenWorldTactile_v5_new_7g_deformation_force_estimator,numpy,41,applied_uipc_force_substeps_w.npy; applied_uipc_force_w.npy; applied_uipc_torque_substeps_w.npy; applied_uipc_torque_w.npy; backing_contact_force_substeps_w.npy; backing_contact_force_w.npy; contact_active.npy; force_pad_local.npy; frame_id.npy; frame_wall_time_sec.npy; front_surface_mask.npy; INPUT_DIR/v6_2_validation.json; maximum_normal_deformation_mm.npy; metadata.json; minimum_signed_gap_mm.npy; motion_stage.npy; object_pose_opposing_pad_local.npy; object_pose_pad_local.npy; object_pose_w.npy; opposing_contact_force_substeps_w.npy; opposing_contact_force_w.npy; opposing_pad_pose_w.npy; pad_pose_w.npy; surface_displacement_pad_local.npy; tactile_force_channels.npy; tactile_force_field.npy; uipc_admissible_force_substeps_w.npy; uipc_admissible_torque_substeps_w.npy; uipc_boundary_surface_sync_error_mm.npy; uipc_contact_cone_scale_substeps.npy; uipc_feedback_force_scale_substeps.npy; uipc_feedback_torque_scale_substeps.npy; uipc_reaction_force_substeps_w.npy; uipc_reaction_force_w.npy; uipc_reaction_torque_substeps_w.npy; uipc_reaction_torque_w.npy; uipc_reaction_vertex_count.npy; uipc_step_time_sec.npy; uipc_substep_time_sec.npy; v6_2_validation.json; vertex_area.npy,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,experiments/tactile-bench,active-isaaclab-2.1.1/experiments/tactile-bench/view_v2_8_sample.py,experiments/tactile-bench/view_v2_8_sample.py,view_v2_8_sample.py,v2_8,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,Quickly inspect one saved V2.8/V2.7 sample directory.,,cv2; numpy,4,.png; fxyz.npy; mechanics_summary.json; metadata.json,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,tools/data,active-isaaclab-2.1.1/tools/data/export_hdf5_images.py,tools/data/export_hdf5_images.py,export_hdf5_images.py,,检查/数据工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,Export image streams from one AgileX HDF5 episode to folders.,view_hdf5_images,h5py,1,.hdf5,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,tools/data,active-isaaclab-2.1.1/tools/data/export_hdf5_tactile_images.py,tools/data/export_hdf5_tactile_images.py,export_hdf5_tactile_images.py,,检查/数据工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,Export tactile observations from one AgileX HDF5 episode as images.,,cv2; h5py; numpy,2,.hdf5; .jpg,main_guard; main_function; argparse
2.1.1,Isaac Lab 2.1.1 / OpenWorldTactile-UIPC,tools/data,active-isaaclab-2.1.1/tools/data/view_hdf5_images.py,tools/data/view_hdf5_images.py,view_hdf5_images.py,,构建/评估/查看工具入口,静态识别的可导航脚本,yes,yes,yes,yes,no,ok,,View or export image streams saved in one AgileX HDF5 episode.,,cv2; h5py; numpy,2,.hdf5; .jpg,main_guard; main_function; argparse
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/basics,archive-isaaclab-2.3.2/experiments/basics/kuka_allegro_basic.py,experiments/basics/kuka_allegro_basic.py,kuka_allegro_basic.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a minimal KUKA iiwa + Allegro Hand simulation using IsaacLab's built-in asset.,isaaclab_assets,isaaclab; torch,0,,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/basics,archive-isaaclab-2.3.2/experiments/basics/sawyer_arm_basic.py,experiments/basics/sawyer_arm_basic.py,sawyer_arm_basic.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a minimal Sawyer arm simulation using IsaacLab's built-in asset.,isaaclab_assets,isaaclab; torch,0,,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/contact_points_openworldtactile.py,experiments/franka/current/contact_points_openworldtactile.py,contact_points_openworldtactile.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs cube lift with GelSight-like virtual contact pads and OpenWorldTactile RGB.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; torch; warp,2,.png; _openworldtactile_forces.csv,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/cop_force_map.py,experiments/franka/current/cop_force_map.py,cop_force_map.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs cube lift and preview ContactSensor-only COP force maps.,,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; omni; torch; warp,2,.npy; .png,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/cop_rgb_sdk.py,experiments/franka/current/cop_rgb_sdk.py,cop_rgb_sdk.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs cube lift and preview ContactSensor-only COP OpenWorldTactile RGB.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; omni; torch; warp,2,.npy; .png,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/cop_rgb_sdk_friction.py,experiments/franka/current/cop_rgb_sdk_friction.py,cop_rgb_sdk_friction.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs cube lift and preview friction-driven COP OpenWorldTactile RGB.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; omni; torch; warp,2,.npy; .png,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/object_raycast_openworldtactile.py,experiments/franka/current/object_raycast_openworldtactile.py,object_raycast_openworldtactile.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs cube lift with object-only virtual tactile pads and OpenWorldTactile RGB.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; torch; warp,2,.png; _openworldtactile_forces.csv,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/raycast_force_map.py,experiments/franka/current/raycast_force_map.py,raycast_force_map.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs cube lift and save contact-gated per-point virtual pad force maps.,,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; omni; torch; warp,2,.npy; .png,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/sdf_taxel_rgb_sdk.py,experiments/franka/current/sdf_taxel_rgb_sdk.py,sdf_taxel_rgb_sdk.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs nut lift and preview SDF-taxel OpenWorldTactile RGB.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; isaacsim; numpy; omni; pxr; torch; warp,3,.npy; .png; Factory/factory_nut_m16.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/sdf_taxel_rgb_sdk_openworldtactile_aligned.py,experiments/franka/current/sdf_taxel_rgb_sdk_openworldtactile_aligned.py,sdf_taxel_rgb_sdk_openworldtactile_aligned.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs nut lift and preview OpenWorldTactile-aligned SDF-taxel OpenWorldTactile RGB.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; isaacsim; numpy; omni; pxr; torch; warp,3,.npy; .png; Factory/factory_nut_m16.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/ST_RGB_shear.py,experiments/franka/current/ST_RGB_shear.py,ST_RGB_shear.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,Run Franka IK-Abs nut lift and preview SDF RGB with shear texture flow.,api,cv2; gymnasium; isaaclab; isaaclab_tasks; isaacsim; numpy; omni; pxr; torch; warp,3,.npy; .png; Factory/factory_nut_m16.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/franka/current,archive-isaaclab-2.3.2/experiments/franka/current/tactile_camera_openworldtactile.py,experiments/franka/current/tactile_camera_openworldtactile.py,tactile_camera_openworldtactile.py,,实验演示入口,legacy current 实验线，按用途选择,yes,yes,yes,yes,yes,ok,,触觉器件是 VisuoTactileSensor，包含：elastomer 指尖,isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor,cv2; gymnasium; isaaclab; isaaclab_tasks; numpy; pxr; torch; warp,3,.png; /gelsight_r15_finger/gelsight_r15_finger.usd; Factory/factory_nut_m16.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/rgb-pipeline,archive-isaaclab-2.3.2/experiments/rgb-pipeline/dual_openworldtactile_clamp_rgb_fxyz_ui.py,experiments/rgb-pipeline/dual_openworldtactile_clamp_rgb_fxyz_ui.py,dual_openworldtactile_clamp_rgb_fxyz_ui.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a standalone two-finger OpenWorldTactile/GelSight clamp demo with live UI previews.,api; isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor,isaaclab; numpy; omni; torch,2,/Factory/factory_nut_m16.usd; /gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/rgb-pipeline,archive-isaaclab-2.3.2/experiments/rgb-pipeline/dual_openworldtactile_physical_lift_cube_rgb_fxyz_ui.py,experiments/rgb-pipeline/dual_openworldtactile_physical_lift_cube_rgb_fxyz_ui.py,dual_openworldtactile_physical_lift_cube_rgb_fxyz_ui.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a standalone two-finger OpenWorldTactile/GelSight physical clamp-and-lift demo with live UI previews.,api; isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_render,cv2; isaaclab; numpy; omni; torch,1,/gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/rgb-pipeline,archive-isaaclab-2.3.2/experiments/rgb-pipeline/dual_openworldtactile_physical_lift_doublecube_rgb_fxyz_ui.py,experiments/rgb-pipeline/dual_openworldtactile_physical_lift_doublecube_rgb_fxyz_ui.py,dual_openworldtactile_physical_lift_doublecube_rgb_fxyz_ui.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a standalone two-finger OpenWorldTactile/GelSight physical clamp-and-lift demo with live UI previews.,api; isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_render,cv2; isaaclab; numpy; omni; torch,1,/gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/rgb-pipeline,archive-isaaclab-2.3.2/experiments/rgb-pipeline/dual_openworldtactile_physical_lift_rgb_fxyz_ui.py,experiments/rgb-pipeline/dual_openworldtactile_physical_lift_rgb_fxyz_ui.py,dual_openworldtactile_physical_lift_rgb_fxyz_ui.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a standalone two-finger OpenWorldTactile/GelSight physical clamp-and-lift demo with live UI previews.,api; isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_render,cv2; isaaclab; numpy; omni; torch,2,/Factory/factory_nut_m16.usd; /gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/rgb-pipeline,archive-isaaclab-2.3.2/experiments/rgb-pipeline/openworldtactile_rgb_fxyz_ui.py,experiments/rgb-pipeline/openworldtactile_rgb_fxyz_ui.py,openworldtactile_rgb_fxyz_ui.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Run a OpenWorldTactile/GelSight tactile RGB and FXYZ live UI demo.,isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor,isaaclab; numpy; omni; torch,2,/Factory/factory_nut_m16.usd; /gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/sensors,archive-isaaclab-2.3.2/experiments/sensors/openworldtactile_finger_sensor.py,experiments/sensors/openworldtactile_finger_sensor.py,openworldtactile_finger_sensor.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Example script demonstrating the OpenWorldTactile tactile sensor implementation in IsaacLab.,api; isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_render; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_sensor_data,cv2; isaaclab; numpy; torch,3,.png; /Factory/factory_nut_m16.usd; /gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/sensors,archive-isaaclab-2.3.2/experiments/sensors/openworldtactile_gelsight_cube_sensor.py,experiments/sensors/openworldtactile_gelsight_cube_sensor.py,openworldtactile_gelsight_cube_sensor.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,no,no,ok,,Run the native OpenWorldTactile/GelSight demo with a cube contact object.,,,0,,main_guard; main_function
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/sensors,archive-isaaclab-2.3.2/experiments/sensors/openworldtactile_gelsight_original_sensor.py,experiments/sensors/openworldtactile_gelsight_original_sensor.py,openworldtactile_gelsight_original_sensor.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Example script demonstrating the OpenWorldTactile tactile sensor implementation in IsaacLab.,isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_render; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_sensor_data,cv2; isaaclab; numpy; torch,3,.png; /Factory/factory_nut_m16.usd; /gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
2.3.2,Isaac Lab 2.3.2 / legacy OpenWorldTactile-GelSight,experiments/sensors,archive-isaaclab-2.3.2/experiments/sensors/openworldtactile_sensor.py,experiments/sensors/openworldtactile_sensor.py,openworldtactile_sensor.py,,实验演示入口,静态识别的可导航脚本,yes,yes,yes,yes,yes,ok,,Example script demonstrating the OpenWorldTactile tactile sensor implementation in IsaacLab.,isaaclab_assets.sensors; isaaclab_contrib.sensors.openworldtactile_sensor; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_render; isaaclab_contrib.sensors.openworldtactile_sensor.visuotactile_sensor_data,cv2; isaaclab; numpy; torch,3,.png; /Factory/factory_nut_m16.usd; /gelsight_r15_finger/gelsight_r15_finger.usd,main_guard; main_function; argparse; AppLauncher
